Id del anuncio;Título;Tipo de inmueble;Descripción;Teléfono;Dirección;Precio;Habitaciones;Subtítulo;Nombre del vendedor;Tipo de vendedor;Barrio;Municipio;Distrito;Precio antes de rebaja;Euros/m2;Metros cuadrados construidos;Baños;Planta;Ascensor (Sí/No);Obra nueva (Sí/No);Piscina (Sí/No);Terraza (Sí/No);Parking (Sí/No);Parking incluído en el precio (Sí/No);Aire acondicionado (Sí/No);Trastero (Sí/No);Jardín (Sí/No)
100825040;Piso;Piso;Exclusivas alcala, vende piso de 75m2 totalmente reformado en villalbilla, urbanización el robledal. Dispone de salón comedor independiente con salida a la terraza, cocina amueblada independiente, dos dormitorio con armarios empotrados y baño completo. La urbanización cuenta con todos los servicios necesarios. Piscina municipal a 100 metros, campo de golf, restaurantes y parques. Autobuses cada 15 minutos, la parada se encuentra a 50 metros.  ¡ideal para vivir en plena naturaleza! exclusivas alcala le acompañara en todo el proceso de la compraventa, disponemos de departamento juridico y financiero.;919387638;Villalbilla;144000;2;Villalbilla;Exclusivas  Villalbilla;Profesional;-;Villalbilla;-;-;1846;78;1;1;No;No;No;Sí;No;No;No;No;No
102367801;Piso;Piso;¡No dejes escapar esta oportunidad única en Torrejón de Ardoz! Fernando García, agente iad España, te trae una oferta que no puedes dejar pasar. Imagina vivir en un lugar estratégico, donde cada día sea un placer. Esta joya de propiedad, ubicada en una de las zonas más deseadas, te ofrece mucho más de lo que puedas imaginar. Desde la quinta planta de este edificio exclusivo - sí, sin ascensor porque aquí valoramos la autenticidad - podrás contemplar la ciudad desde una perspectiva única. Este piso, con un toque de misterio y potencial, es una hoja en blanco esperando tu visión. Deja fluir tus ideas en el espacioso salón comedor que se abre a una terraza con infinitas posibilidades. La cocina, que ha conquistado un espacio adicional de un dormitorio previo, te brinda el lienzo perfecto para tus experimentos culinarios. Tres dormitorios originales se han transformado en dos, adaptados a tus necesidades cambiantes. Mientras que el baño completo, con plato de ducha y mampara, te brinda un rincón de tranquilidad y rejuvenecimiento. Admitámoslo, esta propiedad necesita una pizca de amor y actualización, pero créeme, el resultado final valdrá cada esfuerzo invertido. Y hablemos de la ubicación. ¿A 3 minutos a pie del Ayuntamiento? ¿Paradas de autobús que te conducen directo a Madrid? ¿A 9 minutos caminando de la estación de cercanías? ¡Sí, aquí todo es posible! Torrejón de Ardoz es mucho más que un municipio. Es un estilo de vida. Con todos los servicios a tu alcance, desde comercios y centros educativos hasta una variedad de restaurantes tentadores. Las zonas verdes son tesoros en los que puedes disfrutar de actividades al aire libre, rodeado de naturaleza. Y atención, inversionistas inteligentes: esta propiedad no solo es un hogar soñado, sino una oportunidad brillante para el arrendamiento. La demanda está en constante ascenso, lo que se traduce en una rentabilidad excelente que hará sonreír a tu cartera. Además, la comodidad no es solo lo que encontrarás en el interior de esta propiedad. Las conexiones por carretera son insuperables, y el transporte público te conecta perfectamente con el resto del mundo, gracias a las dos paradas de la línea de Renfe de cercanías que ofrece Torrejón. No dejes que esta oportunidad llame y se aleje. Toma el teléfono, marca el número y solicita más información sin ningún compromiso. Tu futuro te está esperando en Torrejón de Ardoz, ¡asegúrate de no perdértelo!;919388456;Noroeste;104900;3;Noroeste, Torrejón de Ardoz;iad España;Profesional;-;Torrejón de Ardoz;Noroeste;-;1264;83;1;5;No;No;No;Sí;No;No;Sí;No;No
102232675;Piso en Calle Ecuador;Piso;Se vende amplio piso luminoso buena ubicación ACCIÓN INMOBILIARIA pone a la venta en exclusiva este excelente inmueble situado en una primera planta completamente exterior en la zona de La Espinilla- Parque Blanco, a tan sólo 5 minutos del metro La Rambla (línea 7) y a diez minutos andando a la estación de cercanías Coslada Central. La vivienda cuenta con un acogedor recibidor, 4 habitaciones (2 de ellas dobles), salón con acceso a una terraza cerrada, cocina amueblada y baño completo con plato de ducha. La vivienda tiene altura de segunda planta y dispone de excelentes vistas. Todo el inmueble es muy luminoso, cuenta con calefacción por acumuladores eléctricos. La finca es accesible para personas con movilidad reducida y además dispone de ascensor. En la zona nos encontramos con todo tipos de servicios: farmacias, supermercados, centros médicos, parques, colegios, institutos, biblioteca, Centro Cultural Margarita Nelken, Teatro Municipal, etc. Frente al Parque Comercial Plaza Coslada. ¡No pierdas la oportunidad de vivir en una zona familiar y tranquila con todos los servicios necesarios a mano! Consúltenos sin compromiso, disponemos de financiación. Cuando el detalle realmente importa *Las imágenes y descripciones del presente anuncio pueden diferir del estado real del piso. *.;919381249;Calle Ecuador;175000;4;La Espinilla - Parque Blanco, Coslada;Acción Inmobiliaria;Profesional;-;Coslada;La Espinilla - Parque Blanco;-;1944;90;1;1;Sí;No;No;Sí;No;No;No;No;No
101852430;Piso en Calle chile;Piso;Se vende inmueble en LA ESPINILLA.  La vivienda es una cuarta planta con ASCENSOR. Dispone de tres habitaciones, salón, terraza, cocina y baño distribuidos en 80 m2 construidos. La vivienda se encuentra en buen estado de conservación, con suelos de tarima en toda la casa y de cerámica en baños y cocina. La carpintería exterior esta formada por ventanas de aluminio con doble acristalamiento. En la interior encontramos puertas de roble.  El inmueble es muy luminoso, con orientación Noroeste. Ubicado en una zona residencial de Coslada y rodeada de comercios y múltiples servicios.  Encontramos la para de metro de la Rambla a escasos 5 minutos andando. Dispone de una comunicación excelente con las autopistas M40, M45, M50, A2 y A3. Líneas urbanas e interurbanas 286. 822, N203. Posibilidad 100% financiación, Consultar condiciones. MEJOR VER!.;919387150;Calle chile;180000;3;La Espinilla - Parque Blanco, Coslada;INMOBILIARIA RUCAMPO;Profesional;-;Coslada;La Espinilla - Parque Blanco;-;2169;83;1;4;Sí;No;No;Sí;No;No;Sí;No;Sí
101394661;Piso en Calle San Paulino de Nola;Piso;Se vende piso en Reyes Católicos ¡IDEAL PARA INVERSORES! 1º exterior sin ascensor. Consta de 93m² de superficie construida (según catastro), de los cuales 89m² corresponden a la vivienda y 4m² a elementos comunes. Se distribuye en amplio salón-comedor independiente muy luminoso, con ventanal y acceso a la terraza del domicilio. 3 dormitorios, 2 dobles y 1 individual, cocina independiente amueblada con terraza acristalada y equipada con electrodomésticos y 1 baño completo. Calefacción individual de gas natural y cuenta con tres dispositivos de aire acondicionado.  Alarma antirobo incorporada.  Todos los servicios de primera necesidad al alcance: Centros Médicos, Farmacias, Gasolineras, Supermercados y pequeño comercio. A pocos minutos del Centro Comercial Alcalá Magna o La Garena y a 10 min andando del Hospital HM Valles. Rodeado de zonas verdes como el Parque O´Donnell o el Arboreto Mediterráneo Dehesa del Batan. Excelente comunicación de transporte. Líneas interurbanas de autobuses y Estación de Cercanías Renfe Alcalá de Henares C2 y C7, además de fácil acceso a la carretera A2 la cual comunica con el centro de Madrid. *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. [IW].;919384221;Calle San Paulino de Nola;119000;3;Reyes Católicos, Alcalá de Henares;Inmobiliaria de casa en casa;Profesional;-;Alcalá de Henares;Reyes Católicos;-;1280;93;1;1;No;No;No;No;No;No;Sí;No;No
98247792;Ático en Honduras, 38;Ático;Pádel, zona infantil, placas solares, piscina, garaje, 100 metros de terraza mejor ver. Vistas únicas a Madrid, la pedriza, los santos de la humosa.. . tiene todas las orientaciones. Sin construcciones ahora ni después que te quiten vistas, con puestas de sol únicas. Desde cada instancia se puede salir a la terraza. PARTICULAR.;616902959;Honduras, 38;375000;3;Las Sedas - El Olivar, Alcalá de Henares;marga;Particular;-;Alcalá de Henares;Las Sedas - El Olivar;380000;1974;190;2;5;Sí;No;Sí;Sí;Sí;Sí;Sí;No;No
102323925;Piso en Calle de la Solana;Piso;Redpiso vende estupenda vivienda en la mejor zona de Torrejón De Ardoz Urbanización Azalea tiene 3 dormitorios, salón, cocina con tendedero cubierto, 2 baños, la urbanización cuenta con con plaza de garaje, trastero, piscina, pistas de padel y conserje Se encuentra en la zona Este de Madrid, corredor de Henares. Las características a destacar son acceso rápido a vías de comunicación (A-2, M 45 y M 50 ) La zona cuenta con diferentes comercios muy cerca ( Mercadona, Carrefour y Ldl ) para cubrir las necesidades básicas de sus vecinos, disponiendo de centros de ocio, médicos, transporte público (Parada de autobus frente a la urbanización ) y colegios e institutos tambien muy cerca. Para más información llamar a nuestro asesor Alex.;910321052;Calle de la Solana;260000;3;Sureste, Torrejón de Ardoz;Redpiso;Profesional;-;Torrejón de Ardoz;Sureste;-;2203;118;2;2;Sí;No;No;No;Sí;Sí;No;Sí;No
102245831;Piso en Calle Juan Ramón Jiménez;Piso;Estupendo piso de 91 m2 construidos en urbanización Torrepista. Vivienda completamente reformada, compuesto de 3 dormitorios, salón, cocina con tendedero, baño con plato de ducha, terraza independiente y ascensor a pie de puerta. Dispone de suelos de tarima y ceramica en baño y cocina. 2 armarios empotrados, ventanas climalit oscilobatientes y puertas lacadas en blanco. Parking comunitario, piscina Semi olimpica, bar en la zona de juegos, pista de tenis, pista de padel, completamente exterior y muy luminoso. Cerca a todos los servicios de primera necesidad, colegios, supermercados, paradas de autobuses, ambulatorio, cerca a Ayuntamiento y Plaza Mayor. Mejor Ver! . 100% financiado por nuestro departamento financiero Dcredit, pasa e infórmate sin compromiso, te asesoramos gratuitamente. Puedes contactar con su asesor de zona Federico Taño.;911766421;Calle Juan Ramón Jiménez;210000;3;Noroeste, Torrejón de Ardoz;Redpiso;Profesional;-;Torrejón de Ardoz;Noroeste;-;2308;91;1;1;Sí;No;Sí;No;No;No;No;No;Sí
97572553;Casa independiente en La Herradura;Chalet;Inmobiliaria Cervantes UN CONCEPTO DE NUEVA VIDA Vende Chalet independiente en Villalbilla (Urbanización Los Hueros). Vivienda de 355 metros cuadrados construidos aproximadamente según catastro, distribuidos en tres plantas.  Parcela de 1399 metros cuadrados aproximadamente.  Amplio Jardín con piscina Necesita reforma.  Zona tranquila con todos los servicios, supermercado, centro medico, colegio bilingüe y guardería. Ubicado a 3 kms de Alcalá de Henares. Contacta con nosotros en el teléfono 91 881 32 00.;919388897;La Herradura;450000;4;Villalbilla;inmobiliaria cervantes;Profesional;-;Villalbilla;-;-;1268;355;3;-;No;No;Sí;Sí;Sí;Sí;No;No;Sí
100402736;Chalet adosado en Calle Doctor Majuelo;Chalet;Inmobiliaria Cervantes  Contacta con nosotros en el teléfono  Vende Chalet adosado en Meco (Madrid) Piscina Comunitaria. Vivienda de 168 metros cuadrados construidos distribuidos en tres plantas: La planta baja esta distribuida en porche de entrada, recibidor, salón-comedor, aseo, cocina y un jardín en su parte posterior, la planta primera se distribuye en tres dormitorios y dos cuartos de baño, planta sótano destinada a garaje.  Parcela de 88 metros cuadrados aproximadamente.  1/17 de parcela con piscina y zona verde.  Zona tranquila con todos los servicios. Ubicado a 6 kms de Alcalá de Henares.;919388897;Calle Doctor Majuelo;225000;3;Meco;inmobiliaria cervantes;Profesional;-;Meco;-;-;1339;168;3;-;No;No;Sí;No;No;No;No;No;Sí
99165517;Casa independiente en Federico García Lorca;Chalet;Bigcasas gestiona la venta de espléndido chalet independiente con 6 dormitorios y 3 cuartos de baño, sobre parcela de 415 metros cuadrados en una de las mejores zonas de Torres de La Alameda. Vivienda distribuida de la siguiente manera: Planta semi sótano- con plaza de garaje para dos vehículos, cuarto de caldera, gimnasio, bodega y cuartos multiusos con ventanas a la calle. Acceso directo a la vivienda. Planta baja- con dos amplios dormitorios con armarios empotrados y baño completo. Cocina independiente totalmente equipada y con salida directa a la parcela. Salón/ comedor espaciosísimo en dos ambientes, con chimenea y muchísima luz natural. Amplio recibidor y distribuidor al resto de la vivienda. Planta primera- 4 amplios y luminosos dormitorios con armarios empotrados. Dormitorio principal de 50 metros cuadrados, espectacular, en suitte con baño de diseño, con bañera de hidromasaje y vestidor. Terraza. Baño complementario completo con bañera y ventana a la calle. Parcela totalmente vallada muy soleada con barbacoa de obra. Suelos de mármol en toda la casa, carpintería exterior en aluminio climalit. Calefacción de gasoil. A/A en salón y dormitorio principal. Amplia escalera de acceso a planta superior. Muy buen estado. Ideal para disfrutar y descansar en familia!;919387057;Federico García Lorca;345000;6;Torres de la Alameda;BIG&CASAS;Profesional;-;Torres de la Alameda;-;-;1000;345;3;-;No;No;No;Sí;Sí;Sí;Sí;Sí;Sí
101082327;Casa independiente en Calle Vicente Lunardi;Chalet;Inmobiliaria Cervantes, ofrece maravilloso chalet individual en una de las zonas mas exclusivas de Alcalá de Henares. Vivienda de 298 m2 aprox. construidos sobre parcela de 586 m2 metros aprox. Tiene una ubicación inigualable cerca de Colegios, hospital, centro comercial.. . Se distribuye en dos cómodas plantas más sótano. Al entrar en la vivienda nos encontramos con un amplio hall con doble altura desde el que se accede a un amplio salón-comedor, cocina con zona de lavado y salida directa al porche, dormitorio y un amplio baño. En la planta superior, se distribuyen cuatro amplios dormitorios y dos baños uno de ellos en suite. La planta bajo rasante cuenta con luz natural y se distribuye en: salón multifuncional, habitación de distintos usos, baño, bodega, tratero y un amplio garaje. Amplio jardín con Piscina. Excelentes materiales de construcción.;919388897;Calle Vicente Lunardi;890000;6;El Pilar - Bripac, Alcalá de Henares;inmobiliaria cervantes;Profesional;-;Alcalá de Henares;El Pilar - Bripac;-;2987;298;4;-;No;No;Sí;No;Sí;Sí;No;Sí;Sí
101881290;Piso;Piso;DONPISO pone a su disposición fantástico piso en la zona de ORBASA, tiene 96m2 construidos, tres dormitorios amplios con armarios empotrados, salón independiente, cocina totalmente amueblada nueva con placa vitrocerámica, horno y campana en acero inoxidable a estrenar. El baño esta con plato de ducha y mampara de cristal, los suelos son de parket y se encuentran recién acuchillados y barnizados, todas las puertas de paso son nuevas lacadas en blanco. Dispone de una terraza acristalada de aluminio igual que las ventanas que contienen contraventanas ideal para los ruidos y el frio. La vivienda es exterior y con ventaja de que no hay vecinos alrededor ya que te facilita la privacidad y a la vez una fantástica ventilación. Buena comunicación con autobuses interurbanos, circulares, y urbanos ya que tienen parada frente el portal. No dudes en visitar este fantástico inmueble. Financiacion hasta el 100% ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias? , ¿Divorcios? , te ayudamos y coordinamos todo. Infórmate:.;919381651;Noreste;186000;3;Noreste, Torrejón de Ardoz;DON PISO;Profesional;-;Torrejón de Ardoz;Noreste;-;1938;96;1;7;Sí;No;No;Sí;No;No;No;No;Sí
102313225;Piso en Ronda Fiscal;Piso;ÉLITE ALCALÁ INMOBILIARIA vende magnífico piso reformado en zona Reyes católicos de Alcalá de Henares. la vivienda cuenta con una superficie construida de 89m2, distribuida de la siguiente forma: hall de entrada, cocina amueblada, salón-comedor muy luminoso, tres dormitorios, armarios empotrados y baño completo con bañera. la vivienda cuenta con excelentes calidades, suelos de tarima y ventanas de PVC lacadas en blanco oscilobatientes con cristales climalit, puertas interiores macizas de roble, paredes lisas y puerta exterior blindada. la vivienda se encuentra ubicada junto a diferentes tipos de servicios a su alrededor, supermercados, colegios e institutos, centros de salud, autobuses urbanos e interurbanos y fácil acceso a autovía A-2. FINANCIACIÓN HASTA EL 100%, PREGUNTANOS PARA VENIR A VERLA!;919383467;Ronda Fiscal;164900;3;Reyes Católicos, Alcalá de Henares;Élite Alcalá Inmobiliaria;Profesional;-;Alcalá de Henares;Reyes Católicos;-;1853;89;1;1;No;No;No;No;No;No;No;No;No
101506737;Piso en Avenida Claudio Coello, 1;Piso;Vivienda de 4 dormitorios y 2 baños, dispone de dos plazas de garaje, trastero, videovigilancia, ascensor, servicio de conserjería y un jardín en el que encontramos un parque infantil propio (pensado para que los niños se diviertan siempre que quieran sin la necesidad de ir lejos de casa y en un espacio amplio y seguro). Destacan comercios, un campo de golf, un centro comercial, un club de pádel, entre otros, pensados para pasar jornadas de lo más animadas. La urbanización dispone de una excelente comunicación, ya que se encuentra a pocos metros de la Gran Ciudad Deportiva, a escasos minutos de la estación de Cercanías de Torrejón de Ardoz, con las Líneas C-2 y C-7, y cerca del Parque Europa. Urbanización privada  Zona infantil  2 plazas de garaje  Trastero  Servicio de conserjería Consulte condiciones y disponibilidad. Sin comisiones de agencia. La vivienda publicada y sus imágenes pueden no corresponderse a la disponibilidad real.;910889988;Avenida Claudio Coello, 1;289000;4;Sureste, Torrejón de Ardoz;Nestar Homes;Profesional;-;Torrejón de Ardoz;Sureste;-;1901;152;2;3;Sí;No;No;No;Sí;Sí;No;Sí;Sí
100968173;Piso;Piso;AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES, OFICINA DE TECNOCASA VENDE EXCELENTE PISO EN IVIASA - CHORRILLO. La zona destaca por su cómoda accesibilidad desde la Nacional A-2, además cuenta con numerosas paradas de autobús urbano e interurbano, y la estación de Alcalá de henares a sólo 15 minutos andando. La vivienda cuenta con una superficie de 120 m2 aproximadamente, y está distribuida en: Hall de entrada con armario empotrado, amplia cocina amueblada, gran salón comedor con carpintería de aluminio climalit y con acceso a una agradable terraza con vistas despejadas, cuatro amplios dormitorios, y dos baños completos, uno de ellos con plato de ducha y el otro con bañera, este ultimo en suite. La vivienda está buen estado de conservación y cuenta con mejoras, como doble ventana de aluminio, suelos de parquet, carpintería interior de sapelly. Cuenta con Aire acondicionado. La finca cuenta con ascensor y calefacción central. Además tiene posibilidad de acceso a zonas deportivas y PISCINA DE IVIASA. NO LO DUDE Y LLÁMENOS PARA VISITARLO! Y RECUERDE QUE PODEMOS CONSEGUIR HASTA EL 100% DE FINANCIACIÓN CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.;919381237;Chorrillo;199900;4;Chorrillo, Alcalá de Henares;Agencia Tecnocasa Estudio Vía Complutense;Profesional;-;Alcalá de Henares;Chorrillo;-;1625;123;2;6;Sí;No;No;Sí;No;No;Sí;No;No
101592984;Piso en Plaza de Uruguay;Piso;NO COBRAMOS HONORARIOS AL COMPRADOR. Keyok Inmobiliaria comercializa esta fantástica vivienda en Coslada localizada a escasos metros la estación de metro La Rambla. Localizado en una planta 6º con ascensor con llave, la vivienda se distribuye en recibidor con armario empotrado, cuatros dormitorios, dos de ellos con armarios empotrados y uno de ellos con aseo, salón-comedor con terraza cerrada acristalada, cocina amueblada y equipada con acceso a terraza/lavadero, con electrodomésticos y cuarto de baño completo. La casa dispone de orientación oeste y suroeste con muchas posibilidades de reforma. El piso dispone de calefacción central comunitaria (adaptado a normativa, el gasto y consumo es individual) y doble acristalamiento en todos los dormitorios. En el pasillo distribuidor de habitaciones tiene altillo en toda su longitud y tiene un armario empotrado. El suelo es de parqué. El edificio cuenta con ascensor con llave de seguridad. trastero comunitario y acceso adaptado con rampa de acceso para personas con movilidad reducida. Zona muy bien comunicada con numerosas líneas urbanas e interurbanas de autobús. La zona dispone de toda clase de servicios, centro de salud, tiendas, mercados, centros comerciales, parques, colegios e institutos…. No cobramos honorarios a la parte compradora.;919381006;Plaza de Uruguay;200000;4;La Espinilla - Parque Blanco, Coslada;KEYOK;Profesional;-;Coslada;La Espinilla - Parque Blanco;-;2381;84;2;6;Sí;No;No;Sí;No;No;No;Sí;No
101827450;Piso;Piso;Redpiso vende en alcala de henares ¡patrimonio de la humanidad! la vivienda esta ubicada a 15 minutos del casco historico donde se encuentra la universidad de alcala que data desde el siglo xvi y el museo casa natal de cervantes. ¡para entrar a vivir! con ascensor, amplio salon con a/a y salida a terraza acristalada, 2 dormitorios dobles (antes 3) cocina completa con armarios altos y bajos, 1 baño con plato de ducha. La zona dispone de: centros de salud, farmacias, colegios- guarderias- institutos, parques infantiles, supermercados, auditorio paco lucia, restaurantes y demas comercios.  con las lineas de autobus 1a-1b-5-6, 223-229 a madrid, a 10 minutos de la garena.  para su hipoteca reciba asesoramiento personalizado y gratuito de nuestro departamento financiero de dcredit. ¡informese sin compromiso y solicite su cita!;910149843;Reyes Católicos;149000;2;Reyes Católicos, Alcalá de Henares;Redpiso;Profesional;-;Alcalá de Henares;Reyes Católicos;-;1520;98;1;10;Sí;No;No;Sí;No;No;No;No;Sí
100275080;Casa independiente;Chalet;La casa de tus sueños existe, y la tenemos nosotros. Ven y descubre tu nuevo hogar en una de las zonas mas demandadas de Coslada (LAS CONEJERAS). Se trata de un magnifico chalet independiente que se encuentra en una zona residencial consolidada y con todo tipo de servicios. En esta vivienda podrás disfrutar de la tranquilidad de saber que tus hijos juegan sin peligro, mientras te relajas viendo una película en tu cine de verano particular, haces una barbacoa, y te das un refrescante baño en tu piscina privada. El exterior es perfecto para que tu tiempo lo vivas con los tuyos. Cuenta con una entrada en rampa con espacio para tres coches, fachada de piedra, tirolesa y pizarra, construido en una parcela de 400 m² distribuidos en 3 plantas. La primera planta cuenta con amplio salón independiente con chimenea y con salida a porche delantero, aire acondicionado por conducto en toda la vivienda (frio/calor), cocina equipada, 1 habitación y 1 aseo. En la segunda planta tenemos los otros 4 dormitorios y 2 baños (uno en suite). En el exterior de la vivienda podemos encontrar una estupenda y amplia piscina. También tiene sótano habitado con un salón, trastero y despensa. Entre otras calidades la vivienda tiene suelos de tarima, roble americano, ventanas de climalit, paredes gotelé. La parcela cuenta con jardín con barbacoa, y zonas ajardinadas con césped natural. Toldos. Vivienda con una excelente ubicación, dotada de todo tipo de servicios: colegios, institutos, centro de ocio, parques. Parada de autobuses, a 5 minutos andando de la RENFE Coslada Central y el metro. En REDPISO BARRIO DEL PUERTO trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Coslada, con un gran equipo de profesionales especializados en la zona, para proporcionarles la mejor opción a cada necesidad, cuidando al máximo los detalles. Asesórate con nuestro departamento financiero DCREDIT para conseguir las mejores condiciones hipotecarias, financiamos el 100%.;910325649;Las Conejeras - Esparragal;635000;5;Las Conejeras - Esparragal, Coslada;Redpiso;Profesional;-;Coslada;Las Conejeras - Esparragal;-;2205;288;3;-;No;No;Sí;Sí;Sí;Sí;Sí;Sí;Sí
101240795;Piso en Paseo de los Curas, 18;Piso;Se vende piso en el centro de Alcalá de Henares, muy amplio y con vistas a la catedral. La vivienda se compone de 3 dormitorios amplios y luminosos, uno de ellos con armario empotrado, Salón con chimenea, cocina amueblada, enorme cuarto de baño y trastero. Dispone de calefacción, doble acristalamiento en toda la casa y cubierta del edificio utilizable para diversos usos, como tender la ropa o tomar el sol. Todo él en tarima flotante y recien pintado. Posibilidad de instalar placas solares. ABSTENERSE AGENCIAS INMOVILIARIAS. De particular a particular sin intermediarios.  Alejandro.;-;Paseo de los Curas, 18;165000;3;Rinconada, Alcalá de Henares;Jose Maria;Particular;-;Alcalá de Henares;Rinconada;168000;2115;78;1;2;No;No;No;Sí;No;No;No;Sí;No
101836599;Piso;Piso;REDPISO Coslada pueblo vende en exclusiva vivienda completamente reformada de 94 m², en urbanización cerrada con 2 PLAZAS DE GARAJE Y TRASTERO. La vivienda consta 4 dormitorios, con 3 armarios empotrados, 2 baños completos con plato de ducha, salón luminoso con terraza cerrada y cocina amplia. Entre sus calidades la vivienda cuenta con aire acondicionado en el salón y dormitorios, suelos de tarima y ventanas climalit. Vivienda muy bien comunicada en plena zona residencial y con todo tipo de servicios, centros de enseñanza, deportivos y comercios. A sólo 3 minutos andando de la estación de Metro Barrio del puerto y a 6 minutos de la estación de metro COSLADA central. Asesórate con nuestro departamento financiero DCREDIT para conseguir las mejores condiciones hipotecarias, financiamos el 100%. En REDPISO COSLADA PUEBLO trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Coslada, con un gran equipo especializado en la zona, para proporcionarles la mejor opción a cada necesidad, cuidando al máximo los detalles.;912998262;Coslada Pueblo;305000;4;Coslada Pueblo, Coslada;Redpiso;Profesional;-;Coslada;Coslada Pueblo;-;3245;94;2;4;Sí;No;No;Sí;Sí;Sí;Sí;Sí;Sí
101620810;Piso;Piso;Tu también puedes tener la suerte de vivir en este barrio. Descubre tu nuevo hogar, tienes la oportunidad de adquirir esta maravilla de vivienda en uno de los barrios mas exclusivos de Coslada(BARRIO DEL PUERTO). Se encuentra situado en una urbanización cerrada con una amplia gama de comodidades y servicios. La urbanización cuenta con zonas comunes ajardinadas contando con un conserje disponible para atender cualquier necesidad y garantizar tu seguridad lo cual te dará tranquilidad a ti y a tu familia. Al ingresar en el piso lo sentirás como tu hogar. Con armarios empotrados en ambas habitaciones y en la entrada disponiendo de un amplio espacio de almacenamiento para que puedas mantener todo en orden. La habitación principal con diseño tipo suite incluye baño privado con bañera para que tras un agotador día puedas relajarte y disfrutar. El salón independiente es otro punto importante donde podrás reunirte con tus familiares y amigos. La vivienda cuenta con suelos de parqué que aportan calidez y confort excepto en baños y cocina. También dispone de aire acondicionado con bomba de calor en ambas habitaciones y salón. La vivienda dispone de toldos nuevos en todas las estancias. Cuenta con un amplio trastero y plaza de garaje muy cómoda para aparcar y con acceso directo desde el ascensor. Tu también puedes tener la suerte de vivir en este barrio. REGALATE LA CASA DE TUS SUEÑOS. Asesórate con nuestro departamento financiero DCREDIT para conseguir las mejores condiciones hipotecarias, financiamos el 100%. En REDPISO BARRIO DEL PUERTO trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Coslada, con un gran equipo especializado en la zona, para proporcionarles la mejor opción a cada necesidad, cuidando al máximo los detalles.;910325649;El Puerto;272600;2;El Puerto, Coslada;Redpiso;Profesional;-;Coslada;El Puerto;-;3207;85;2;5;Sí;No;No;No;Sí;Sí;Sí;Sí;Sí
102036999;Chalet adosado;Chalet;Redpiso Sureste pone en venta excelente chalet adosado compuesto de 2 plantas, en la parte inferior encontramos la cocina con office, salón con patio y 1 aseo, en la parte superior, se encuentran los 4 dormitorios, 2 baños completos, uno de ellos en suite, también cuenta con buhardilla con baño, sótano y garaje. La vivienda se encuentra para entrar a vivir. Situada cerca del centro del pueblo y todos los servicios esenciales como colegios, carnicerías. etc Financiación hasta el 100% con nuestro departamento financiero Dcredit. Pasa e infórmate, asesoramiento gratuito y sin compromiso. Para visitar mas inmuebles consulte en nuestra web Redpiso. es Para mas información no dude en contactar con tu asesor de zona Alex /.;910321052;Torres de la Alameda;280000;4;Torres de la Alameda;Redpiso;Profesional;-;Torres de la Alameda;-;-;1400;200;3;-;No;No;No;No;Sí;Sí;No;No;No
101883644;Piso;Piso;Precioso piso en venta- ciudad 10- edificio wilcox *urbanización privada con piscina y zonas comunes- pista de padel, zona infantil.  *la vivienda cuenta con todas las calidades y dispone de:  hall de entrada, baño con ducha, salon con aire acondicionado y salida a una estupènda terraza con toldo, cocina amueblada con terraza tendedero,  2 dormitorios con armarios empotrados, el principal con baño suite ( bañera) incluye trastero y plaza de garaje.  la zona cuenta con todos los servicios, cerca del hospital príncipe de asturias, fácil acceso a a2. ¡visita sin compromiso! - localiza tu oficina- fotos 360º* tour virtual*  asesoramiento gratuito con nuestro departamento financiero dcredit.;919916899;El Pilar - Bripac;295000;2;El Pilar - Bripac, Alcalá de Henares;Redpiso;Profesional;-;Alcalá de Henares;El Pilar - Bripac;-;2783;106;2;4;Sí;No;Sí;Sí;Sí;Sí;Sí;Sí;Sí
